"","Date","barcode","longitude","latitude","site","siteLabel","plot_num","treatment","treatmentLabel","exclosure","exclosureLabel","paired","pairedLabel","number","plot","cluster","factorial","vwc","vwc_med","period","period_med","veg_type","veg_type_med","veg_level","veg_level_med","soil_temp","soil_temp_med","plotBC","clusterBC","season","seasonYear","MoYear","year","month","hour","minute","time","CT1","CT2","CT3","CT4","Ct_detects","positive"
"230","2021-04-20 15:12:00","AC08SE13",-119.7303044,35.11333615,0,"C",8,0,"S",0,"E",1,1,NA,"C08","C08SE1","SE",NA,NA,NA,NA,1,1,1,1,84,80,"C08","C08SE1","Spring","Spring_2021","2021-04",2021,4,15,12,15.2,NA,NA,NA,NA,0,0
"231","2021-04-20 16:02:00","AC07SN13",-119.7328044,35.10881524,0,"C",7,0,"S",1,"N",1,1,NA,"C07","C07SN1","SN",NA,NA,NA,NA,0,0,0,0,89,86,"C07","C07SN1","Spring","Spring_2021","2021-04",2021,4,16,2,16.0333333333333,NA,NA,NA,NA,0,0
"232","2021-04-20 16:26:00","AC07PE13",-119.7322054,35.10828516,0,"C",7,1,"P",0,"E",1,1,NA,"C07","C07PE1","PE",NA,NA,NA,NA,1,1,3,3,78,75,"C07","C07PE1","Spring","Spring_2021","2021-04",2021,4,16,26,16.4333333333333,NA,36.95,36.1,NA,2,0
"233","2021-04-20 08:52:00","AC01PN23",-119.7455512,35.13211152,0,"C",1,1,"P",1,"N",0,2,NA,"C01","C01PN2","PN",9.9,9.9,1.252,1.252,1,1,1,1,62,62,"C01","C01PN2","Spring","Spring_2021","2021-04",2021,4,8,52,8.86666666666667,NA,NA,NA,NA,0,0
"234","2021-04-20 09:33:00","AC01SE13",-119.7461097,35.13267475,0,"C",1,0,"S",0,"E",1,1,NA,"C01","C01SE1","SE",13.8,14.4,1.321,1.338,1,1,1,1,75,74,"C01","C01SE1","Spring","Spring_2021","2021-04",2021,4,9,33,9.55,39.66,NA,NA,NA,1,0
"235","2021-04-20 11:01:00","AC03PE13",-119.743592,35.12517812,0,"C",3,1,"P",0,"E",1,1,NA,"C03","C03PE1","PE",5.6,5.8,1.172,1.177,1,1,2,3,75,75,"C03","C03PE1","Spring","Spring_2021","2021-04",2021,4,11,1,11.0166666666667,NA,NA,NA,NA,0,0
"236","2021-04-20 11:47:00","AC05PN23",-119.7461278,35.12206513,0,"C",5,1,"P",1,"N",0,2,NA,"C05","C05PN2","PN",4.9,5.9,1.154,1.177,0,0,0,0,95,94,"C05","C05PN2","Spring","Spring_2021","2021-04",2021,4,11,47,11.7833333333333,NA,NA,NA,NA,0,0
"237","2021-04-20 13:35:00","AC06SN13",-119.7484989,35.11545547,0,"C",6,0,"S",1,"N",1,1,NA,"C06","C06SN1","SN",11.7,11.2,1.281,1.273,1,1,1,1,91,85,"C06","C06SN1","Spring","Spring_2021","2021-04",2021,4,13,35,13.5833333333333,NA,NA,NA,NA,0,0
"238","2021-04-20 13:40:00","AC06PN13",-119.7481216,35.08300489,0,"C",6,1,"P",1,"N",1,1,NA,"C06","C06PN1","PN",6.3,8.9,1.184,1.239,1,1,3,3,78,83,"C06","C06PN1","Spring","Spring_2021","2021-04",2021,4,13,40,13.6666666666667,NA,NA,NA,NA,0,0
"239","2021-04-20 13:55:00","AC06SE13",-119.7480654,35.11496663,0,"C",6,0,"S",0,"E",1,1,NA,"C06","C06SE1","SE",6.4,7.1,1.186,1.197,0,1,0,1,74,75,"C06","C06SE1","Spring","Spring_2021","2021-04",2021,4,13,55,13.9166666666667,NA,NA,NA,NA,0,0
"240","2021-04-20 14:46:00","AC08PN13",-119.7311212,35.11667308,0,"C",8,1,"P",1,"N",1,1,NA,"C08","C08PN1","PN",2.9,3.1,1.114,1.12,1,1,2,2,86,86,"C08","C08PN1","Spring","Spring_2021","2021-04",2021,4,14,46,14.7666666666667,34.17,33.35,34.67,33.95,4,1
"241","2021-04-21 08:25:00","AS06PN13",-119.6600529,35.08097156,1,"S",6,1,"P",1,"N",1,1,NA,"S06","S06PN1","PN",NA,NA,NA,NA,1,1,1,1,60,59,"S06","S06PN1","Spring","Spring_2021","2021-04",2021,4,8,25,8.41666666666667,NA,NA,NA,NA,0,0
"242","2021-04-21 08:36:00","AS06SN13",-119.6600839,35.08096151,1,"S",6,0,"S",1,"N",1,1,NA,"S06","S06SN1","SN",NA,NA,NA,NA,1,1,1,1,60,60,"S06","S06SN1","Spring","Spring_2021","2021-04",2021,4,8,36,8.6,NA,NA,NA,NA,0,0
"243","2021-04-21 08:46:00","AS06PN23",-119.6591804,35.08146128,1,"S",6,1,"P",1,"N",0,2,NA,"S06","S06PN2","PN",NA,NA,NA,NA,1,0,1,0,61,60,"S06","S06PN2","Spring","Spring_2021","2021-04",2021,4,8,46,8.76666666666667,33.2,33.32,33.36,33.58,4,1
"244","2021-04-21 08:57:00","AS06PE13",-119.6595725,35.0814153,1,"S",6,1,"P",0,"E",1,1,NA,"S06","S06PE1","PE",NA,NA,NA,NA,0,0,0,0,61,61,"S06","S06PE1","Spring","Spring_2021","2021-04",2021,4,8,57,8.95,30.74,31.14,31.42,31.84,4,1
"245","2021-04-21 09:06:00","AS06SE13",-119.659586,35.08134149,1,"S",6,0,"S",0,"E",1,1,NA,"S06","S06SE1","SE",NA,NA,NA,NA,1,1,1,1,69,69,"S06","S06SE1","Spring","Spring_2021","2021-04",2021,4,9,6,9.1,NA,NA,NA,NA,0,0
"246","2021-04-21 10:04:00","AC02SN13",-119.7284223,35.1303838,0,"C",2,1,"P",1,"N",1,1,NA,"C02","C02PN1","PN",NA,NA,NA,NA,1,1,1,2,62,62,"C02","C02SN1","Spring","Spring_2021","2021-04",2021,4,10,4,10.0666666666667,36.66,35.73,NA,NA,2,0
"247","2021-04-21 10:21:00","AC02PN13",-119.72299,35.13051497,0,"C",2,0,"S",1,"N",1,1,NA,"C02","C02SN1","SN",NA,NA,NA,NA,0,0,0,0,67,66,"C02","C02PN1","Spring","Spring_2021","2021-04",2021,4,10,21,10.35,NA,NA,NA,NA,0,0
"248","2021-04-21 10:41:00","AC02SE13",-119.7226716,35.13090319,0,"C",2,0,"S",0,"E",1,1,NA,"C02","C02SE1","SE",NA,NA,NA,NA,1,1,2,2,70,70,"C02","C02SE1","Spring","Spring_2021","2021-04",2021,4,10,41,10.6833333333333,NA,NA,NA,NA,0,0
"249","2021-04-21 11:38:00","AC04PN23",-119.7234979,35.1287003,0,"C",4,1,"P",1,"N",0,2,NA,"C04","C04PN2","PN",NA,NA,NA,NA,0,0,0,0,68,68,"C04","C04PN2","Spring","Spring_2021","2021-04",2021,4,11,38,11.6333333333333,34.23,34.74,33.64,35.18,4,1
"250","2021-04-21 11:54:00","AC04PE13",-119.7249263,35.12218561,0,"C",4,1,"P",0,"E",1,1,NA,"C04","C04PE1","PE",NA,NA,NA,NA,1,1,3,3,68,70.5,"C04","C04PE1","Spring","Spring_2021","2021-04",2021,4,11,54,11.9,31.27,31.49,31.23,31.57,4,1
"251","2021-04-21 12:14:00","AC04SE13",-119.724714,35.1218074,0,"C",4,0,"S",0,"E",1,1,NA,"C04","C04SE1","SE",NA,NA,NA,NA,1,1,3,3,75,75,"C04","C04SE1","Spring","Spring_2021","2021-04",2021,4,12,14,12.2333333333333,NA,NA,NA,NA,0,0
"252","2021-04-21 13:14:00","AC10PN23",-119.7010585,35.11408145,0,"C",10,1,"P",1,"N",0,2,NA,"C10","C10PN2","PN",NA,NA,NA,NA,0,0,0,0,86,82,"C10","C10PN2","Spring","Spring_2021","2021-04",2021,4,13,14,13.2333333333333,NA,NA,NA,NA,0,0
"253","2021-04-21 13:45:00","AC10PE13",-119.701476,35.11423216,0,"C",10,1,"P",0,"E",1,1,NA,"C10","C10PE1","PE",NA,NA,NA,NA,0,0,0,0,72,72,"C10","C10PE1","Spring","Spring_2021","2021-04",2021,4,13,45,13.75,NA,NA,NA,NA,0,0
"254","2021-04-21 13:54:00","AC10SE13",-119.7014153,35.11426241,0,"C",10,0,"S",0,"E",1,1,NA,"C10","C10SE1","SE",NA,NA,NA,NA,0,0,0,0,87,85,"C10","C10SE1","Spring","Spring_2021","2021-04",2021,4,13,54,13.9,NA,NA,NA,NA,0,0
"255","2021-04-21 14:49:00","AC09SN13",-119.7167725,35.11382511,0,"C",9,0,"S",1,"N",1,1,NA,"C09","C09SN1","SN",NA,NA,NA,NA,0,1,0,1,82,84,"C09","C09SN1","Spring","Spring_2021","2021-04",2021,4,14,49,14.8166666666667,NA,NA,NA,NA,0,0
"256","2021-04-21 14:55:00","AC09PN13",-119.7168061,35.11385005,0,"C",9,1,"P",1,"N",1,1,NA,"C09","C09PN1","PN",NA,NA,NA,NA,0,0,0,0,73,74,"C09","C09PN1","Spring","Spring_2021","2021-04",2021,4,14,55,14.9166666666667,NA,NA,NA,NA,0,0
"257","2021-04-21 16:31:00","AS01PN23",-119.6692713,35.0822224,1,"S",1,1,"P",1,"N",0,2,NA,"S01","S01PN2","PN",NA,NA,NA,NA,1,0,1,0,79,77,"S01","S01PN2","Spring","Spring_2021","2021-04",2021,4,16,31,16.5166666666667,35.96,35.37,35.63,37.11,4,1
"258","2021-04-21 16:54:00","AS01PE13",-119.6693035,35.08245118,1,"S",1,1,"P",0,"E",1,1,NA,"S01","S01PE1","PE",NA,NA,NA,NA,0,1,0,1,82,82,"S01","S01PE1","Spring","Spring_2021","2021-04",2021,4,16,54,16.9,NA,NA,NA,NA,0,0
"259","2021-04-21 17:06:00","AS01SE13",-119.6692839,35.08246879,1,"S",1,0,"S",0,"E",1,1,NA,"S01","S01SE1","SE",NA,NA,NA,NA,1,1,3,3,84,84,"S01","S01SE1","Spring","Spring_2021","2021-04",2021,4,17,6,17.1,NA,NA,NA,NA,0,0
"260","2021-04-22 08:26:00","AS05PN13",-119.6803809,35.08381932,1,"S",5,1,"P",1,"N",1,1,NA,"S05","S05PN1","PN",NA,NA,NA,NA,1,1,1,1,62,61,"S05","S05PN1","Spring","Spring_2021","2021-04",2021,4,8,26,8.43333333333333,39.59,36.25,35.11,34.83,4,1
"261","2021-04-22 08:49:00","AS05SN13",-119.6802974,35.08218187,1,"S",5,0,"S",1,"N",1,1,NA,"S05","S05SN1","SN",NA,NA,NA,NA,0,0,0,0,61,61,"S05","S05SN1","Spring","Spring_2021","2021-04",2021,4,8,49,8.81666666666667,NA,NA,NA,NA,0,0
"262","2021-04-22 09:05:00","AS05SE13",-119.6807346,35.08221517,1,"S",5,0,"S",0,"E",1,1,NA,"S05","S05SE1","SE",NA,NA,NA,NA,1,1,2,2,64,65,"S05","S05SE1","Spring","Spring_2021","2021-04",2021,4,9,5,9.08333333333333,NA,NA,NA,NA,0,0
"263","2021-04-22 09:32:00","AS02PN23",-119.6775995,35.08258993,1,"S",2,1,"P",1,"N",0,2,NA,"S02","S02PN2","PN",NA,NA,NA,NA,0,0,0,0,58,61,"S02","S02PN2","Spring","Spring_2021","2021-04",2021,4,9,32,9.53333333333333,36.61,36.32,NA,NA,2,0
"264","2021-04-22 09:56:00","AS02PE13",-119.6743708,35.08460265,1,"S",2,1,"P",0,"E",1,1,NA,"S02","S02PE1","PE",NA,NA,NA,NA,0,0,0,0,65,64,"S02","S02PE1","Spring","Spring_2021","2021-04",2021,4,9,56,9.93333333333333,NA,NA,NA,NA,0,0
"265","2021-04-22 10:14:00","AS02SE13",-119.6748002,35.08415087,1,"S",2,0,"S",0,"E",1,1,NA,"S02","S02SE1","SE",NA,NA,NA,NA,1,1,1,1,70,70,"S02","S02SE1","Spring","Spring_2021","2021-04",2021,4,10,14,10.2333333333333,NA,NA,NA,NA,0,0
"266","2021-04-22 10:57:00","AS03SN13",-119.6747428,35.0800956,1,"S",3,0,"S",1,"N",1,1,NA,"S03","S03SN1","SN",NA,NA,NA,NA,0,0,0,0,70,70,"S03","S03SN1","Spring","Spring_2021","2021-04",2021,4,10,57,10.95,NA,NA,NA,NA,0,0
"267","2021-04-22 11:02:00","AS03PN13",-119.6747373,35.08007991,1,"S",3,1,"P",1,"N",1,1,NA,"S03","S03PN1","PN",NA,NA,NA,NA,0,0,0,0,64,64,"S03","S03PN1","Spring","Spring_2021","2021-04",2021,4,11,2,11.0333333333333,33.9,34.71,34.8,33.71,4,1
"268","2021-04-22 11:20:00","AS03SE13",-119.6746063,35.07969563,1,"S",3,1,"P",0,"E",1,1,NA,"S03","S03PE1","PE",NA,NA,NA,NA,1,1,3,3,64,66,"S03","S03SE1","Spring","Spring_2021","2021-04",2021,4,11,20,11.3333333333333,NA,NA,NA,NA,0,0
"269","2021-04-22 11:53:00","AS04PN23",-119.668402,35.07833417,1,"S",4,1,"P",1,"N",0,2,NA,"S04","S04PN2","PN",NA,NA,NA,NA,1,1,2,2,76,71,"S04","S04PN2","Spring","Spring_2021","2021-04",2021,4,11,53,11.8833333333333,NA,38.3,NA,NA,1,0
"270","2021-04-22 12:17:00","AS04PE13",-119.6701346,35.07623522,1,"S",4,1,"P",0,"E",1,1,NA,"S04","S04PE1","PE",NA,NA,NA,NA,1,1,3,3,74,72,"S04","S04PE1","Spring","Spring_2021","2021-04",2021,4,12,17,12.2833333333333,NA,NA,NA,NA,0,0
"271","2021-04-22 12:33:00","AS04SE13",-119.6702628,35.07616924,1,"S",4,0,"S",0,"E",1,1,NA,"S04","S04SE1","SE",NA,NA,NA,NA,1,1,2,2,80,80,"S04","S04SE1","Spring","Spring_2021","2021-04",2021,4,12,33,12.55,NA,NA,NA,NA,0,0
"272","2021-04-20 10:16:00","AC03PN23",-119.7436854,35.12620604,0,"C",3,1,"P",1,"N",0,2,NA,"C03","C03PN2","PN",7.2,6.2,1.202,1.184,0,1,0,1,68,69,"C03","C03PN2","Spring","Spring_2021","2021-04",2021,4,10,16,10.2666666666667,NA,NA,NA,NA,0,0
"273","2021-04-20 10:36:00","AC03PN13",-119.7448186,35.12566108,0,"C",3,1,"P",1,"N",1,1,NA,"C03","C03PN1","PN",5.3,6.2,1.168,1.181,1,1,3,2,71,73,"C03","C03PN1","Spring","Spring_2021","2021-04",2021,4,10,36,10.6,NA,NA,NA,NA,0,0
"274","2021-04-20 10:47:00","AC03SN13",-119.7449282,35.12574814,0,"C",3,0,"S",1,"N",1,1,NA,"C03","C03SN1","SN",12.3,12.5,1.289,1.292,1,1,1,1,72,74,"C03","C03SN1","Spring","Spring_2021","2021-04",2021,4,10,47,10.7833333333333,NA,NA,NA,NA,0,0
"275","2021-04-20 10:56:00","AC03SE13",-119.7442303,35.12593538,0,"C",3,0,"S",0,"E",1,1,NA,"C03","C03SE1","SE",9.2,8,1.239,1.218,1,1,3,3,71,73,"C03","C03SE1","Spring","Spring_2021","2021-04",2021,4,10,56,10.9333333333333,NA,NA,NA,NA,0,0
"276","2021-04-20 13:22:00","AC06PN23",-119.7471627,35.11472361,0,"C",6,1,"P",1,"N",0,2,NA,"C06","C06PN2","PN",5.8,3.2,1.179,1.123,1,1,2,2,77,85,"C06","C06PN2","Spring","Spring_2021","2021-04",2021,4,13,22,13.3666666666667,NA,NA,NA,NA,0,0
"277","2021-04-20 13:47:00","AC06PE13",-119.7475458,35.11453835,0,"C",6,1,"P",0,"E",1,1,NA,"C06","C06PE1","PE",2.2,4.7,1.09,1.152,0,0,0,0,83,84,"C06","C06PE1","Spring","Spring_2021","2021-04",2021,4,13,47,13.7833333333333,NA,NA,NA,NA,0,0
"278","2021-04-20 14:51:00","AC08SN13",-119.729769,35.11306696,0,"C",8,0,"S",1,"N",1,1,NA,"C08","C08SN1","SN",6.9,6.9,1.1975,1.1975,0,0,0,0,84,84,"C08","C08SN1","Spring","Spring_2021","2021-04",2021,4,14,51,14.85,NA,NA,NA,NA,0,0
"279","2021-04-20 15:55:00","AC07PN13",-119.7328116,35.10880071,0,"C",7,1,"P",1,"N",1,1,NA,"C07","C07PN1","PN",NA,NA,NA,NA,0,0,0,0,85,84,"C07","C07PN1","Spring","Spring_2021","2021-04",2021,4,15,55,15.9166666666667,NA,NA,NA,NA,0,0
"280","2021-04-20 16:18:00","AC07PN23",-119.7317498,35.10800506,0,"C",7,1,"P",1,"N",0,2,NA,"C07","C07PN2","PN",NA,NA,NA,NA,1,1,1,2,89,83,"C07","C07PN2","Spring","Spring_2021","2021-04",2021,4,16,18,16.3,40,38.81,37.59,37.04,4,1
"281","2021-04-20 16:36:00","AC07SE13",-119.7322485,35.10831569,0,"C",7,0,"S",0,"E",1,1,NA,"C07","C07SE1","SE",NA,NA,NA,NA,1,1,3,3,85,85,"C07","C07SE1","Spring","Spring_2021","2021-04",2021,4,16,36,16.6,NA,NA,NA,NA,0,0
"282","2021-04-21 10:05:00","AC02PN23",-119.7227039,35.13044196,0,"C",2,1,"P",1,"N",0,2,NA,"C02","C02PN2","PN",NA,NA,NA,NA,1,1,1,1,64,64,"C02","C02PN2","Spring","Spring_2021","2021-04",2021,4,10,5,10.0833333333333,NA,NA,NA,NA,0,0
"283","2021-04-21 10:26:00","AC02PE13",-119.7226224,35.13081797,0,"C",2,1,"P",0,"E",1,1,NA,"C02","C02PE1","PE",NA,NA,NA,NA,1,1,2,2,63,65,"C02","C02PE1","Spring","Spring_2021","2021-04",2021,4,10,26,10.4333333333333,NA,NA,NA,NA,0,0
"284","2021-04-21 11:22:00","AC04PN13",-119.7242392,35.12222962,0,"C",4,1,"P",1,"N",1,1,NA,"C04","C04PN1","PN",NA,NA,NA,NA,1,1,1,1,72,68,"C04","C04PN1","Spring","Spring_2021","2021-04",2021,4,11,22,11.3666666666667,NA,NA,NA,NA,0,0
"285","2021-04-21 11:30:00","AC04SN13",-119.7242543,35.12227227,0,"C",4,0,"S",1,"N",1,1,NA,"C04","C04SN1","SN",NA,NA,NA,NA,1,1,1,1,75,76,"C04","C04SN1","Spring","Spring_2021","2021-04",2021,4,11,30,11.5,NA,NA,NA,NA,0,0
"286","2021-04-21 13:09:00","AC10PN13",-119.701232,35.11467272,0,"C",10,1,"P",1,"N",1,1,NA,"C10","C10PN1","PN",NA,NA,NA,NA,0,0,0,0,71,76,"C10","C10PN1","Spring","Spring_2021","2021-04",2021,4,13,9,13.15,NA,NA,NA,NA,0,0
"287","2021-04-21 13:18:00","AC10SN13",-119.7012055,35.1145965,0,"C",10,0,"S",1,"N",1,1,NA,"C10","C10SN1","SN",NA,NA,NA,NA,0,0,0,0,81,81,"C10","C10SN1","Spring","Spring_2021","2021-04",2021,4,13,18,13.3,NA,NA,NA,NA,0,0
"288","2021-04-21 14:40:00","AC09PN23",-119.7173708,35.11347567,0,"C",9,1,"P",1,"N",0,2,NA,"C09","C09PN2","PN",NA,NA,NA,NA,1,1,1,1,83,76,"C09","C09PN2","Spring","Spring_2021","2021-04",2021,4,14,40,14.6666666666667,NA,NA,NA,NA,0,0
"289","2021-04-21 15:04:00","AC09PE13",-119.7175838,35.11379307,0,"C",9,1,"P",0,"E",1,1,NA,"C09","C09PE1","PE",NA,NA,NA,NA,1,1,2,2,79,77,"C09","C09PE1","Spring","Spring_2021","2021-04",2021,4,15,4,15.0666666666667,NA,NA,NA,NA,0,0
"290","2021-04-21 15:12:00","AC09SE13",-119.7175822,35.11379164,0,"C",9,0,"S",0,"E",1,1,NA,"C09","C09SE1","SE",NA,NA,NA,NA,1,1,3,3,84,81,"C09","C09SE1","Spring","Spring_2021","2021-04",2021,4,15,12,15.2,NA,NA,NA,NA,0,0
"291","2021-04-21 16:39:00","AS01PN13",-119.6694763,35.08286182,1,"S",1,1,"P",1,"N",1,1,NA,"S01","S01PN1","PN",NA,NA,NA,NA,0,0,0,0,75,76,"S01","S01PN1","Spring","Spring_2021","2021-04",2021,4,16,39,16.65,NA,NA,NA,NA,0,0
"292","2021-04-21 16:49:00","AS01SN13",-119.6695707,35.08290121,1,"S",1,0,"S",1,"N",1,1,NA,"S01","S01SN1","SN",NA,NA,NA,NA,0,0,0,0,83,83,"S01","S01SN1","Spring","Spring_2021","2021-04",2021,4,16,49,16.8166666666667,NA,NA,NA,NA,0,0
"293","2021-04-22 08:30:00","AS05PN23",-119.68097,35.08220101,1,"S",5,1,"P",1,"N",0,2,NA,"S05","S05PN2","PN",NA,NA,NA,NA,1,1,2,1,61,61,"S05","S05PN2","Spring","Spring_2021","2021-04",2021,4,8,30,8.5,NA,37.56,35.26,36.54,3,1
"294","2021-04-22 08:53:00","AS05PE13",-119.6807534,35.08219474,1,"S",5,1,"P",0,"E",1,1,NA,"S05","S05PE1","PE",NA,NA,NA,NA,1,1,3,3,64,65,"S05","S05PE1","Spring","Spring_2021","2021-04",2021,4,8,53,8.88333333333333,32.91,32.8,33.82,33.31,4,1
"295","2021-04-22 09:49:00","AS02SN13",-119.6752519,35.08399229,1,"S",2,1,"P",1,"N",1,1,NA,"S02","S02PN1","PN",NA,NA,NA,NA,1,0,1,0,62,62,"S02","S02SN1","Spring","Spring_2021","2021-04",2021,4,9,49,9.81666666666667,NA,NA,NA,NA,0,0
"296","2021-04-22 09:55:00","AS02PN13",-119.6753931,35.08397755,1,"S",2,0,"S",1,"N",1,1,NA,"S02","S02SN1","SN",NA,NA,NA,NA,0,0,1,1,64,64,"S02","S02PN1","Spring","Spring_2021","2021-04",2021,4,9,55,9.91666666666667,NA,NA,NA,NA,0,0
"297","2021-04-22 10:41:00","AS03PN23",-119.6747724,35.07928876,1,"S",3,1,"P",1,"N",0,2,NA,"S03","S03PN2","PN",NA,NA,NA,NA,0,0,0,0,66,65,"S03","S03PN2","Spring","Spring_2021","2021-04",2021,4,10,41,10.6833333333333,NA,NA,NA,NA,0,0
"298","2021-04-22 11:10:00","AS03PE13",-119.6746123,35.07968268,1,"S",3,0,"S",0,"E",1,1,NA,"S03","S03SE1","SE",NA,NA,NA,NA,1,1,3,3,73,73,"S03","S03PE1","Spring","Spring_2021","2021-04",2021,4,11,10,11.1666666666667,NA,NA,NA,NA,0,0
"299","2021-04-22 11:56:00","AS04PN13",-119.6700233,35.07654173,1,"S",4,1,"P",1,"N",1,1,NA,"S04","S04PN1","PN",NA,NA,NA,NA,1,1,1,1,70,70,"S04","S04PN1","Spring","Spring_2021","2021-04",2021,4,11,56,11.9333333333333,34.45,34.12,35.06,35.32,4,1
"300","2021-04-22 12:14:00","AS04SN13",-119.6699265,35.07645467,1,"S",4,0,"S",1,"N",1,1,NA,"S04","S04SN1","SN",NA,NA,NA,NA,0,0,0,0,80,80,"S04","S04SN1","Spring","Spring_2021","2021-04",2021,4,12,14,12.2333333333333,NA,NA,NA,NA,0,0
"301","2021-04-19 16:55:00","AS07SN14",-119.6549475,35.08328973,1,"S",7,0,"S",0,"E",1,1,NA,"S07","S07SE1","SE",5.3,6.4,1.166,1.186,1,1,1,1,89,90,"S07","S07SN1","Spring","Spring_2021","2021-04",2021,4,16,55,16.9166666666667,NA,NA,NA,NA,0,0
"302","2021-04-19 17:05:00","AS07PE14",-119.655221,35.06577047,1,"S",7,1,"P",0,"E",1,1,NA,"S07","S07PE1","PE",6.4,6.2,1.182,1.181,1,1,1,1,87,87,"S07","S07PE1","Spring","Spring_2021","2021-04",2021,4,17,5,17.0833333333333,NA,NA,NA,NA,0,0
"303","2021-04-19 11:10:00","AS08PE14",-119.6802852,35.05927597,1,"S",8,1,"P",0,"E",1,1,NA,"S08","S08PE1","PE",4,5.8,1.137,1.176,1,1,3,3,67,73,"S08","S08PE1","Spring","Spring_2021","2021-04",2021,4,11,10,11.1666666666667,36.26,NA,36.69,35.22,3,1
"304","2021-04-19 11:39:00","AS08SE14",-119.6800302,35.0587963,1,"S",8,0,"S",0,"E",1,1,NA,"S08","S08SE1","SE",10.7,10.7,1.275,1.275,1,1,3,3,69,73,"S08","S08SE1","Spring","Spring_2021","2021-04",2021,4,11,39,11.65,NA,NA,NA,NA,0,0
"305","2021-04-19 12:58:00","AS09PN24",-119.6858856,35.06105344,1,"S",9,1,"P",1,"N",0,2,NA,"S09","S09PN2","PN",9.9,9.9,1.251,1.251,1,1,1,1,77,82,"S09","S09PN2","Spring","Spring_2021","2021-04",2021,4,12,58,12.9666666666667,NA,NA,NA,NA,0,0
"306","2021-04-19 14:38:00","AS10SE14",-119.480762,34.98586131,1,"S",10,0,"S",0,"E",1,1,NA,"S10","S10SE1","SE",5.8,4.7,1.177,1.154,1,0,1,0,96,95,"S10","S10SE1","Spring","Spring_2021","2021-04",2021,4,14,38,14.6333333333333,NA,NA,NA,NA,0,0
"307","2021-04-19 16:36:00","AS07PN24",-119.6556041,35.0836777,1,"S",7,1,"P",1,"N",0,2,NA,"S07","S07PN2","PN",5.2,5.2,1.163,1.163,1,1,2,2,83,83,"S07","S07PN2","Spring","Spring_2021","2021-04",2021,4,16,36,16.6,NA,NA,NA,34.5,1,0
"308","2021-04-19 09:43:00","AS08PN24",-119.6795472,35.05898989,1,"S",8,1,"P",1,"N",0,2,NA,"S08","S08PN2","PN",4.9,4.9,1.159,1.159,1,1,1,1,71,70,"S08","S08PN2","Spring","Spring_2021","2021-04",2021,4,9,43,9.71666666666667,37.02,36.03,35.47,NA,3,1
"309","2021-04-19 14:08:00","AS10PN14",-119.6921527,35.06498,1,"S",10,1,"P",1,"N",1,1,NA,"S10","S10PN1","PN",8.8,5.3,1.234,1.171,2,2,1,1,78,80,"S10","S10PN1","Spring","Spring_2021","2021-04",2021,4,14,8,14.1333333333333,NA,NA,NA,NA,0,0
"310","2021-04-19 14:26:00","AS10SN14",-119.6921896,35.06494627,1,"S",10,0,"S",1,"N",1,1,NA,"S10","S10SN1","SN",6.9,6.9,1.202,1.202,2,2,1,1,84,81,"S10","S10SN1","Spring","Spring_2021","2021-04",2021,4,14,26,14.4333333333333,NA,NA,NA,NA,0,0
"311","2021-04-19 12:34:00","AS09PN14",-119.6857639,35.06167467,1,"S",9,1,"P",1,"N",1,1,NA,"S09","S09PN1","PN",0.1,2.9,1.048,1.116,1,1,2,2,89,89,"S09","S09PN1","Spring","Spring_2021","2021-04",2021,4,12,34,12.5666666666667,32.39,32.8,32.87,32.46,4,1
"312","2021-04-19 12:49:00","AS09SN14",-119.6858767,35.06172396,1,"S",9,0,"S",1,"N",1,1,NA,"S09","S09SN1","SN",4.9,4.9,1.162,1.162,1,1,1,1,79,76,"S09","S09SN1","Spring","Spring_2021","2021-04",2021,4,12,49,12.8166666666667,NA,NA,NA,NA,0,0
"313","2021-04-19 12:59:00","AS09PE14",-119.6859942,35.06130704,1,"S",9,1,"P",0,"E",1,1,NA,"S09","S09PE1","PE",2.7,2.9,1.113,1.117,1,1,2,2,74,73,"S09","S09PE1","Spring","Spring_2021","2021-04",2021,4,12,59,12.9833333333333,NA,NA,37.11,NA,1,0
"314","2021-04-19 13:07:00","AS09SE14",-119.6860301,35.06126718,1,"S",9,0,"S",0,"E",1,1,NA,"S09","S09SE1","SE",5.9,6.3,1.176,1.19,1,1,2,2,80,80,"S09","S09SE1","Spring","Spring_2021","2021-04",2021,4,13,7,13.1166666666667,NA,NA,NA,NA,0,0
"315","2021-04-19 13:49:00","AS10PN24",-119.6923189,35.06432509,1,"S",10,1,"P",1,"N",0,2,NA,"S10","S10PN2","PN",7.8,6.9,1.208,1.1985,1,1,1,1,91,83,"S10","S10PN2","Spring","Spring_2021","2021-04",2021,4,13,49,13.8166666666667,NA,NA,NA,NA,0,0
"316","2021-04-19 10:20:00","AS08PN14",-119.6803251,35.05925036,1,"S",8,1,"P",1,"N",1,1,NA,"S08","S08PN1","PN",4.4,4.4,1.149,1.149,2,2,1,1,77,77,"S08","S08PN1","Spring","Spring_2021","2021-04",2021,4,10,20,10.3333333333333,33.36,33.64,33.54,34.29,4,1
